55,Terroirs,ChIJq0TAnM4EdkgRgtNY68gEtrg,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?location=51.5072,-0.1275&radius=500&typ",51.509167,-0.125231,"5 William IV Street, London WC2N 4DW, United Kingdom",Monday: 12:00 â€“ 11:00 pmTuesday: 12:00 â€“ 11:00 pmWednesday: 12:00 â€“ 11:00 pmThursday: 12:00 â€,2015-01-07 18:02:55,4.2,bar,establishment,...,...,...,...,...,...
56,Gordons Wine Bar,ChIJSWvAzM4EdkgRaZcCMhRbk0Q,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?location=51.5072,-0.1275&radius=500&typ",51.507892,-0.123339,"47 Villiers Street, London WC2N 6NE, United Kingdom",Monday: 11:00 am â€“ 11:00 pmTuesday: 11:00 am â€“ 11:00 pmWednesday: 11:00 am â€“ 11:00 pmThursday:,2015-01-07 18:02:55,4.4,food,bar,establishment,...,...,...,...,...
57,The Salisbury,ChIJVUIwx80EdkgRoJcAipJhY7E,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?location=51.5072,-0.1275&radius=500&typ",51.510879,-0.127213,"90 Saint Martins Lane, London WC2N 4AP, United Kingdom",Monday: 11:00 am â€“ 11:00 pmTuesday: 11:00 am â€“ 11:00 pmWednesday: 11:00 am â€“ 11:00 pmThursday:,2015-01-07 18:02:56,3.9,bar,establishment,...,...,...,...,...,...
58,Rainforest Cafe,ChIJ3VekwdMEdkgRTEiBkvNwTkI,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?location=51.5072,-0.1275&radius=500&typ",51.510856,-0.133633,"20 Shaftesbury Avenue, London W1D 7EU, United Kingdom",Monday: 12:00 â€“ 10:00 pmTuesday: 12:00 â€“ 10:00 pmWednesday: 12:00 â€“ 10:00 pmThursday: 12:00 â€,2015-01-07 18:02:56,3.5,night_club,bar,restaurant,food,establishment,...,...,...
59,Silver Cross,ChIJ65xzsc8EdkgR1CPqm1x5rsU,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?location=51.5072,-0.1275&radius=500&typ",51.506646,-0.127092,"Whitehall House, Whitehall, London SW1A 2BX, United Kingdom",Monday: 11:00 am â€“ 11:00 pmTuesday: 11:00 am â€“ 11:00 pmWednesday: 11:00 am â€“ 11:00 pmThursday:,2015-01-07 18:02:56,3.6,bar,restaurant,food,establishment,...,...,...,...
60,The Porterhouse,ChIJIQGWCMwEdkgRi9ZJfYJvxak,"https://maps.googleapis.com/maps/api/place/nearbysearch/json?location=51.5072,-0.1275&radius=500&typ",51.510317,-0.123573,"21-22 Maiden Lane, London WC2E 7NA, United Kingdom",Monday: 12:00 â€“ 11:00 pmTuesday: 12:00 â€“ 11:00 pmWednesday: 12:00 â€“ 11:00 pmThursday: 12:00 â€,2015-01-07 18:02:56,4,bar,restaurant,food,establishment,...,...,...,...
61,Criterion Restaurant,ChIJYRe8_tMEdkgRr_J6bdITC1U,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=51.5072,-0.1275&radius=500&type",51.509704,-0.134091,"224 Piccadilly, London W1J 9HP, United Kingdom","Monday: 12:00 â€“ 2:30 pm, 5:30 â€“ 10:30 pm, 5:30 â€“ 11:30 pmTuesday: 12:00 â€“ 2:30 pm, 5:30 â€“ ",2015-01-07 18:03:33,4.2,bar,restaurant,food,establishment,...,...,...,...
62,Heaven,ChIJDVBtxs4EdkgRrFuVtkDtSP0,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=51.5072,-0.1275&radius=500&type",51.508043,-0.124141,"The Arches, Villiers Street, London WC2N 6NG, United Kingdom",Monday: 11:00 pm â€“ 5:30 amTuesday: ClosedWednesday: ClosedThursday: 11:00 pm â€“ 4:30 amFriday: 11,2015-01-07 18:03:33,3.6,night_club,bar,establishment,...,...,...,...,...
63,Simpsons-in-the-Strand,ChIJCyGjxMsEdkgR56s8-gFqDnU,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=51.5072,-0.1275&radius=500&type",51.510551,-0.120565,"100 Strand, London WC2R 0EW, United Kingdom","Monday: 7:15 â€“ 10:45 am, 12:00 â€“ 2:45 pm, 5:45 â€“ 10:30 pmTuesday: 7:15 â€“ 10:45 am, 12:00 â€“",2015-01-07 18:03:33,4.2,bar,restaurant,food,establishment,...,...,...,...
64,Tattershall Castle,ChIJR3wAzLEEdkgRTdaPTuBjrA4,"https://maps.googleapis.com/maps/api/place/radarsearch/json?location=51.5072,-0.1275&radius=500&type",51.505612,-0.12217,"Victoria Embankment, Whitehall, London SW1A 2HR, United Kingdom",Monday: 11:00 am â€“ 11:00 pmTuesday: 11:00 am â€“ 11:00 pmWednesday: 11:00 am â€“ 11:00 pmThursday:,2015-01-07 18:03:34,3.6,night_club,bar,restaurant,food,establishment,...,...,...
